Datum,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode
14/12/2016,7,4.625,6,45
15/12/2016,7,0,8,49
16/12/2016,8,-1,5,10
17/12/2016,8,2.125,6,10
18/12/2016,7,7,8,0
19/12/2016,8,5.75,4,0
20/12/2016,8,1.5,7,10
21/12/2016,6,3.625,10,10
22/12/2016,7,5.25,8,61
23/12/2016,7,6.375,9,10
24/12/2016,6,6.125,14,95
25/12/2016,7,9.375,16,61
26/12/2016,4,6.875,25,22
27/12/2016,6,8.25,21,
28/12/2016,4,7.125,12,0
29/12/2016,3,3.75,11,10
30/12/2016,4,1.75,10,10
31/12/2016,7,4.875,13,28
01/01/2017,8,5.5,12,61
02/01/2017,3,1.625,8,0
03/01/2017,7,6,16,61
04/01/2017,4,4,19,20
05/01/2017,4,-2.875,15,0
06/01/2017,1,-4.25,6,
07/01/2017,8,-0.5,11,71
08/01/2017,8,2.25,4,10
09/01/2017,8,2.5,6,20
10/01/2017,7,2.625,9,10
11/01/2017,7,4.625,15,61
12/01/2017,4,4.5,16,61
13/01/2017,3,3.125,7,61
14/01/2017,2,1.75,10,61
15/01/2017,5,1.375,10,71
16/01/2017,0,0.25,9,0
17/01/2017,7,0.5,4,10
18/01/2017,7,0.125,8,20
19/01/2017,8,1.5,8,61
20/01/2017,8,3.625,5,21
21/01/2017,7,5.75,5,10
22/01/2017,8,1.375,5,10
23/01/2017,7,1.125,8,10
24/01/2017,7,1.875,8,45
25/01/2017,7,-1.25,6,49
26/01/2017,6,1,7,10
27/01/2017,0,2.142857,7,5
28/01/2017,1,2.875,5,5
29/01/2017,7,4.75,8,61
30/01/2017,7,2.625,13,61
31/01/2017,7,3.125,15,10
01/02/2017,7,1.125,8,20
02/02/2017,7,1.75,6,61
03/02/2017,7,1.625,6,45
04/02/2017,7,5.75,6,61
05/02/2017,8,2,10,61
06/02/2017,7,2.5,12,61
07/02/2017,7,0,12,77
08/02/2017,8,-2,8,77
09/02/2017,8,-2.125,11,22
10/02/2017,7,-1.75,16,10
11/02/2017,7,0,17,0
12/02/2017,8,0.375,17,10
13/02/2017,0,-0.25,10,10
14/02/2017,2,-0.75,8,49
15/02/2017,0,5.875,4,5
16/02/2017,7,6.25,10,61
17/02/2017,7,6,9,61
18/02/2017,7,4.625,12,20
19/02/2017,7,5.625,8,61
20/02/2017,7,8,16,61
21/02/2017,6,7.625,18,
22/02/2017,6,7.375,20,61
23/02/2017,7,4.375,22,63
24/02/2017,1,4.125,15,21
25/02/2017,7,3.375,12,61
26/02/2017,7,7.5,11,61
27/02/2017,8,10.75,11,
28/02/2017,6,6,15,21
01/03/2017,6,5,14,63
02/03/2017,3,6.5,16,21
03/03/2017,2,8.375,10,0
04/03/2017,6,9.125,5,5
05/03/2017,7,7.375,12,61
06/03/2017,8,3.75,17,0
07/03/2017,7,1.75,7,20
08/03/2017,6,5.75,9,61
09/03/2017,7,7.375,8,21
10/03/2017,4,8.75,16,0
11/03/2017,2,7.75,9,0
12/03/2017,6,6.375,9,
13/03/2017,7,6.625,7,5
14/03/2017,6,10.5,13,0
15/03/2017,0,9.25,16,5
16/03/2017,5,11.75,9,
17/03/2017,6,6.75,18,63
18/03/2017,5,6.875,22,21
19/03/2017,8,3.875,9,79
20/03/2017,7,10.25,8,61
21/03/2017,5,8.75,20,21
22/03/2017,0,10.75,11,0
23/03/2017,4,8.125,11,
24/03/2017,0,10.5,7,0
25/03/2017,3,9.875,12,0
26/03/2017,3,9.375,7,0
27/03/2017,0,12.5,11,10
28/03/2017,0,13.875,7,0
29/03/2017,8,10,13,21
30/03/2017,7,16,12,61
31/03/2017,0,19.75,7,
01/04/2017,2,15.75,7,0
02/04/2017,2,13.375,13,0
03/04/2017,2,10.375,8,
04/04/2017,2,12.625,8,0
05/04/2017,5,9.875,18,21
06/04/2017,6,10,17,0
07/04/2017,6,11.125,18,20
08/04/2017,7,10.875,12,
09/04/2017,0,16,9,5
10/04/2017,7,9.5,19,21
11/04/2017,5,8.75,18,21
12/04/2017,7,8.75,13,61
13/04/2017,7,9,18,61
14/04/2017,7,9.25,12,63
15/04/2017,6,8.125,23,63
16/04/2017,7,6.875,7,61
17/04/2017,6,6.25,10,61
18/04/2017,4,5.625,15,
19/04/2017,0,6.375,10,0
20/04/2017,7,8.25,12,
21/04/2017,7,11.875,19,61
22/04/2017,5,7.5,21,61
23/04/2017,4,7.875,20,21
24/04/2017,7,8.875,17,63
25/04/2017,5,5.5,15,69
26/04/2017,6,7.625,7,61
27/04/2017,6,8.625,13,61
28/04/2017,7,8.625,10,61
29/04/2017,4,7.125,9,61
30/04/2017,1,11.875,12,0
01/05/2017,1,11.75,19,5
02/05/2017,2,10.875,21,5
03/05/2017,3,11.25,20,5
04/05/2017,7,10.625,19,
05/05/2017,7,8.25,15,61
06/05/2017,7,11,7,0
07/05/2017,0,17.125,9,0
08/05/2017,1,9.75,19,5
09/05/2017,4,10,12,
10/05/2017,7,9.25,11,61
11/05/2017,0,13.375,14,
12/05/2017,7,12.75,13,61
13/05/2017,6,17.875,6,21
14/05/2017,2,18.75,12,0
15/05/2017,3,17.375,9,0
16/05/2017,7,14.125,8,61
17/05/2017,6,23.125,7,
18/05/2017,4,23.125,12,
19/05/2017,6,17.375,7,21
20/05/2017,4,16,12,
21/05/2017,1,18.625,12,
22/05/2017,0,17.75,9,
23/05/2017,4,22.125,15,95
24/05/2017,3,17.125,18,0
25/05/2017,2,18.875,12,
26/05/2017,0,20.75,6,0
27/05/2017,0,24.75,7,
28/05/2017,1,22.375,14,61
29/05/2017,5,18.75,7,0
30/05/2017,6,20.5,14,5
31/05/2017,5,15.5,18,5
01/06/2017,0,17.375,12,5
02/06/2017,0,20.25,9,
03/06/2017,7,17.5,5,61
04/06/2017,5,17.125,14,61
05/06/2017,1,20.125,9,0
06/06/2017,4,21.625,10,61
07/06/2017,7,12.25,14,63
08/06/2017,7,14.875,8,61
09/06/2017,6,20.25,14,95
10/06/2017,5,19.25,10,0
11/06/2017,2,25,11,
12/06/2017,7,16.25,16,61
13/06/2017,6,16.125,16,21
14/06/2017,7,19.125,9,
15/06/2017,3,22.75,6,21
16/06/2017,5,17.375,20,21
17/06/2017,0,20.125,15,0
18/06/2017,2,24.25,9,
19/06/2017,1,25.375,7,0
20/06/2017,0,20.75,12,0
21/06/2017,3,18.75,10,
22/06/2017,3,20.25,10,95
23/06/2017,7,17.25,14,61
24/06/2017,6,17.875,19,61
25/06/2017,7,17.25,16,20
26/06/2017,3,17.375,16,21
27/06/2017,3,16.375,9,
28/06/2017,6,19.75,18,
29/06/2017,7,17.875,8,61
30/06/2017,7,14.875,11,63
01/07/2017,7,17.625,10,21
02/07/2017,7,17.125,18,21
03/07/2017,7,18.625,14,95
04/07/2017,6,17.25,15,
05/07/2017,2,19,9,
06/07/2017,0,18.375,8,
07/07/2017,5,20.625,7,61
08/07/2017,4,20.625,16,21
09/07/2017,1,19.125,9,
10/07/2017,7,17.5,6,61
11/07/2017,6,19.875,11,95
12/07/2017,7,14.75,12,61
13/07/2017,6,16.875,15,
14/07/2017,3,19.5,8,
15/07/2017,7,18.75,10,21
16/07/2017,8,17.375,9,61
17/07/2017,6,18.5,12,
18/07/2017,5,18.75,7,
19/07/2017,1,22.5,13,0
20/07/2017,7,21.5,5,61
21/07/2017,2,20.5,10,
22/07/2017,7,18.5,9,63
23/07/2017,6,19.375,12,61
24/07/2017,7,18.75,10,21
25/07/2017,7,16.25,16,63
26/07/2017,0,20.875,10,
27/07/2017,6,19.5,10,61
28/07/2017,6,18.125,17,61
29/07/2017,5,19.625,11,61
30/07/2017,5,24,11,61
31/07/2017,2,22.75,9,
01/08/2017,6,21.375,7,21
02/08/2017,5,21.375,8,61
03/08/2017,7,20.125,10,95
04/08/2017,6,19.625,18,21
05/08/2017,4,20.125,12,
06/08/2017,3,18.5,13,21
07/08/2017,2,22.4875,8,
08/08/2017,6,23.0625,8,21
09/08/2017,1,21.125,11,0
10/08/2017,6,19.6,9,
11/08/2017,7,16.375,8,61
12/08/2017,7,15.5625,8,61
13/08/2017,4,17.825,11,21
14/08/2017,1,18.6375,12,0
15/08/2017,2,25.0625,9,
16/08/2017,3,20.8625,8,0
17/08/2017,5,21.8,10,63
18/08/2017,6,19.6625,7,0
19/08/2017,5,16.9375,11,63
20/08/2017,6,16.0125,10,61
21/08/2017,7,17.2,15,61
22/08/2017,4,17.6125,11,
23/08/2017,0,19.4375,9,5
24/08/2017,3,19.4875,14,21
25/08/2017,3,19.7625,13,
26/08/2017,4,19.525,7,0
27/08/2017,4,19.6625,13,21
28/08/2017,4,20.5375,5,
29/08/2017,0,24.6,9,
30/08/2017,6,20,11,61
31/08/2017,7,14.8875,11,61
01/09/2017,4,17.3,7,61
02/09/2017,4,16.525,8,21
03/09/2017,3,17.4,7,0
04/09/2017,0,18.2875,10,0
05/09/2017,3,20.95,6,
06/09/2017,7,18.2,17,63
07/09/2017,5,17.2875,16,21
08/09/2017,7,14.9375,10,61
09/09/2017,7,15.025,9,61
10/09/2017,2,17.65,11,0
11/09/2017,3,17.8625,11,21
12/09/2017,5,16.1,12,21
13/09/2017,7,13.3375,20,63
14/09/2017,7,13.2375,13,61
15/09/2017,6,14.425,11,21
16/09/2017,8,11.9125,6,61
17/09/2017,7,15.25,7,61
18/09/2017,2,15.075,4,0
19/09/2017,5,14.3875,8,65
20/09/2017,7,14.225,10,61
21/09/2017,4,16.9625,7,10
22/09/2017,1,15.5875,8,0
23/09/2017,0,15.85,9,0
24/09/2017,7,15.8125,9,53
25/09/2017,6,16.225,15,21
26/09/2017,7,15.725,12,10
27/09/2017,7,16.575,10,61
28/09/2017,7,15.1125,7,21
29/09/2017,2,19.1,6,10
30/09/2017,7,15.1125,6,61
01/10/2017,2,16.2875,6,
02/10/2017,6,15.15,13,61
03/10/2017,5,14.2625,14,61
06/10/2017,1,13.8875,13,3
07/10/2017,7,10.65,10,61
08/10/2017,0,12.025,12,5
09/10/2017,5,12.475,8,20
10/10/2017,7,14.05,9,63
11/10/2017,7,14.6375,12,63
12/10/2017,6,13.1875,24,21
13/10/2017,6,14.1625,8,10
14/10/2017,8,15.7625,12,61
15/10/2017,2,17.8125,5,28
16/10/2017,5,17.9375,7,10
17/10/2017,7,14.725,13,
18/10/2017,4,14.8125,6,0
19/10/2017,6,14.85,9,10
20/10/2017,7,14.175,6,61
21/10/2017,7,13.0375,6,61
22/10/2017,7,11.025,7,61
23/10/2017,7,11.95,8,61
24/10/2017,7,11.925,8,61
25/10/2017,7,14.225,16,61
26/10/2017,5,13.475,12,
27/10/2017,4,11.95,13,
28/10/2017,7,11.2125,17,61
29/10/2017,2,9.9,20,21
30/10/2017,,8.1,11,
31/10/2017,,8.925,7,
01/11/2017,,12.975,12,
02/11/2017,,11.6875,13,
03/11/2017,,9.4375,7,
04/11/2017,,10.2625,5,
05/11/2017,,9.8,8,
06/11/2017,,8.2125,7,
07/11/2017,,6.7875,5,
08/11/2017,,8.625,9,
09/11/2017,6,8.55,9,10
10/11/2017,7,7.5375,16,61
11/11/2017,5,5.2375,8,63
12/11/2017,7,5.575,7,61
13/11/2017,2,5.9,9,10
14/11/2017,7,6.3875,11,61
15/11/2017,7,9.375,7,61
16/11/2017,8,8.8125,8,61
17/11/2017,3,7.725,10,21
18/11/2017,5,5.35,12,65
19/11/2017,3,6.25,15,21
20/11/2017,6,5.9625,6,
21/11/2017,7,4.9875,5,61
22/11/2017,7,10.6125,10,61
23/11/2017,7,12.225,16,61
24/11/2017,7,6.9875,8,61
25/11/2017,7,2.775,5,45
26/11/2017,7,4.65,12,61
27/11/2017,7,4.5625,14,61
28/11/2017,7,5.4875,12,61
29/11/2017,7,4.225,6,61
30/11/2017,7,2.8125,4,10
01/12/2017,6,4.3625,8,68
02/12/2017,7,0.375,8,61
03/12/2017,7,5.225,7,61
04/12/2017,2,5.3375,12,
05/12/2017,7,8.65,17,21
06/12/2017,7,8.9,17,0
07/12/2017,8,5.7625,13,61
08/12/2017,6,1.675,10,73
09/12/2017,3,3.5125,10,61
10/12/2017,7,0.9875,9,22
11/12/2017,8,2.2375,14,61
12/12/2017,7,1.55,12,68
13/12/2017,7,1.9875,12,69
14/12/2017,7,3.025,12,61
15/12/2017,7,3.0375,9,20
16/12/2017,1,3.275,10,10
17/12/2017,3,1.1375,7,10
18/12/2017,5,2.4625,6,10
19/12/2017,7,5.9125,7,20
20/12/2017,7,6.6375,6,20
21/12/2017,7,6.2375,10,21
22/12/2017,7,5.7625,9,10
23/12/2017,7,7.8,19,61
24/12/2017,7,8.1125,16,61
25/12/2017,7,8.7,14,61
26/12/2017,7,6.25,14,61
27/12/2017,7,4.6125,7,21
28/12/2017,4,4.0875,11,61
29/12/2017,5,2.8125,11,61
30/12/2017,7,4.05,10,61
31/12/2017,7,8.25,16,63
01/01/2018,6,6.6125,17,61
02/01/2018,6,5.7,8,61
03/01/2018,7,6.475,11,61
04/01/2018,6,5.5125,7,61
05/01/2018,8,4.325,10,61
06/01/2018,7,3.1875,8,61
07/01/2018,0,0.65,8,
08/01/2018,1,0.9875,7,5
09/01/2018,4,3.1625,11,0
10/01/2018,6,4.0125,6,21
11/01/2018,7,3.8375,10,61
12/01/2018,7,2.275,10,10
13/01/2018,8,1.275,8,10
14/01/2018,1,0.325,8,5
15/01/2018,7,1.5625,12,61
16/01/2018,7,3.3625,9,61
17/01/2018,6,1.8125,10,61
18/01/2018,7,1.1625,17,73
19/01/2018,6,1.975,10,73
20/01/2018,8,1.75,7,61
21/01/2018,6,-0.6125,3,49
22/01/2018,7,0.675,7,77
23/01/2018,7,4.6625,7,61
24/01/2018,8,11.6,14,61
25/01/2018,7,7.95,9,21
26/01/2018,6,5.9625,5,45
27/01/2018,8,5.6375,9,10
28/01/2018,6,7.6625,16,61
29/01/2018,7,7.55,21,63
30/01/2018,4,5.7375,15,10
31/01/2018,7,6.3,15,61
01/02/2018,7,3.5125,11,61
02/02/2018,7,3.45,6,61
03/02/2018,7,-1.1625,8,71
04/02/2018,7,0.825,18,73
05/02/2018,7,-0.2375,10,22
06/02/2018,1,-0.8625,5,10
07/02/2018,0,-1.285714,4,5
08/02/2018,0,-0.0125,6,5
09/02/2018,1,-0.2625,7,10
10/02/2018,1,0.5625,4,10
11/02/2018,7,2.3375,11,75
12/02/2018,5,1.825,15,75
13/02/2018,0,2.6875,7,10
14/02/2018,0,2.95,8,5
15/02/2018,7,0.675,11,73
16/02/2018,5,4.8625,12,21
17/02/2018,8,4.125,5,10
18/02/2018,5,4.375,8,0
19/02/2018,5,4.9125,4,5
20/02/2018,1,3.375,11,10
21/02/2018,6,2.175,7,22
22/02/2018,7,1.1125,7,20
23/02/2018,1,0.4375,12,5
24/02/2018,6,0.125,15,71
25/02/2018,7,-2.9625,14,71
26/02/2018,5,-1.5375,18,
27/02/2018,6,-3.425,16,71
28/02/2018,5,-6.1375,16,5
01/03/2018,6,-3.95,18,71
02/03/2018,6,-4.9625,15,71
03/03/2018,0,-3.4375,13,5
04/03/2018,5,-2.3125,10,77
05/03/2018,5,5.9875,7,10
06/03/2018,0,6.4,9,5
07/03/2018,7,1.1875,6,71
08/03/2018,5,4.4625,8,61
09/03/2018,7,4.45,13,61
10/03/2018,8,3.4,10,63
11/03/2018,5,11.475,7,45
12/03/2018,7,6.5375,5,61
13/03/2018,7,4.2625,12,61
14/03/2018,8,3.2,8,21
15/03/2018,8,2.4625,20,
16/03/2018,7,0.2,28,22
17/03/2018,5,-2.225,29,73
18/03/2018,1,-0.825,23,5
19/03/2018,0,2.3,8,5
20/03/2018,0,4.2125,17,5
21/03/2018,7,4.7,13,22
22/03/2018,8,5.7625,11,61
23/03/2018,8,4.425,5,22
24/03/2018,7,7.125,4,5
25/03/2018,7,7.625,6,0
26/03/2018,7,5.0375,8,61
27/03/2018,7,5.325,9,10
28/03/2018,7,3.725,14,61
29/03/2018,7,0.9,8,71
30/03/2018,1,3.225,13,5
31/03/2018,7,2.225,17,
01/04/2018,6,2.525,9,71
02/04/2018,5,6.1,8,5
03/04/2018,7,11.775,9,61
04/04/2018,4,13.2125,9,61
05/04/2018,7,8.6625,19,61
06/04/2018,1,9.9875,10,5
07/04/2018,0,14.75,9,5
08/04/2018,0,20.5,5,5
09/04/2018,5,15.3125,9,5
10/04/2018,8,5.1625,21,10
11/04/2018,8,4.7125,22,
12/04/2018,5,7.975,19,5
13/04/2018,6,8.7125,15,61
14/04/2018,8,7.675,10,61
15/04/2018,8,9.5375,7,61
16/04/2018,2,13.875,8,63
17/04/2018,0,15.25,11,0
18/04/2018,1,20.35,11,0
19/04/2018,0,23.1125,5,0
20/04/2018,0,24.375,13,0
21/04/2018,1,15.6625,10,5
22/04/2018,1,14.525,11,5
23/04/2018,4,14.4,18,5
24/04/2018,5,12.0875,21,61
25/04/2018,7,9.25,13,61
26/04/2018,6,11.0875,18,61
27/04/2018,5,13.0875,8,0
28/04/2018,7,14.65,8,61
29/04/2018,7,8.875,9,21
30/04/2018,7,11.55,10,95
01/05/2018,7,6.9875,13,63
02/05/2018,1,14.725,9,5
03/05/2018,1,12.5,14,0
04/05/2018,0,12.1875,10,5
05/05/2018,0,14.75,9,5
06/05/2018,0,18.9125,10,
07/05/2018,0,20.825,11,0
08/05/2018,0,22.3875,14,5
09/05/2018,0,23.3,12,
10/05/2018,5,20.525,9,95
11/05/2018,1,15.1,8,
12/05/2018,5,17.3375,10,0
13/05/2018,2,17.25,12,10
14/05/2018,0,18.8875,11,5
15/05/2018,0,18,9,0
16/05/2018,5,20.5625,13,21
17/05/2018,3,15.2875,10,5
18/05/2018,7,14.75,9,0
19/05/2018,6,14.9125,8,0
20/05/2018,0,18.9,13,5
21/05/2018,0,18.5125,16,5
22/05/2018,0,20.325,13,5
23/05/2018,0,20.1625,10,0
24/05/2018,0,20.35,15,5
25/05/2018,0,19.775,16,5
26/05/2018,0,19.875,11,5
27/05/2018,7,16.425,12,20
28/05/2018,2,20.2125,10,5
29/05/2018,0,23.4625,14,5
30/05/2018,1,23.1875,11,17
31/05/2018,0,21.8875,14,5
01/06/2018,0,21.375,12,5
02/06/2018,1,22.8875,10,5
03/06/2018,7,19.275,9,0
04/06/2018,5,19.25,14,20
05/06/2018,0,19.7,10,5
06/06/2018,0,22.15,14,5
07/06/2018,0,23.6875,10,
08/06/2018,0,22.7375,9,0
09/06/2018,6,22.1125,7,61
10/06/2018,7,19.1,8,61
11/06/2018,6,18.5125,15,
12/06/2018,8,15.3125,12,20
13/06/2018,7,16.4,14,61
14/06/2018,5,20.9,10,
15/06/2018,4,19.2,7,0
16/06/2018,5,21.325,7,95
17/06/2018,5,18.275,12,61
18/06/2018,7,17.6375,9,61
19/06/2018,3,19.2375,16,21
20/06/2018,3,23.65,13,0
21/06/2018,7,11.5625,15,65
22/06/2018,5,15.575,20,61
23/06/2018,7,14.3,18,61
24/06/2018,6,16.2375,10,21
25/06/2018,6,17.175,13,21
26/06/2018,3,20.075,6,21
27/06/2018,0,22.0125,11,5
28/06/2018,0,22.125,9,0
29/06/2018,0,21.85,15,5
30/06/2018,0,21.2375,10,5
01/07/2018,0,21.0625,12,5
02/07/2018,0,22.525,11,5
03/07/2018,0,22.4875,9,5
04/07/2018,5,19.7,9,
05/07/2018,7,17.5,12,20
06/07/2018,0,20.5125,18,5
07/07/2018,0,20.25,19,5
08/07/2018,0,23,10,5
09/07/2018,6,16.75,18,0
10/07/2018,2,18.675,15,5
11/07/2018,7,19.625,12,21
12/07/2018,1,26.075,14,
13/07/2018,0,23.975,13,5
14/07/2018,7,17.7625,12,0
15/07/2018,2,23.2,9,5
16/07/2018,0,24.25,9,5
17/07/2018,0,26.775,10,
18/07/2018,3,23.866666,13,0
19/07/2018,2,22.575,13,
20/07/2018,0,22.775,9,0
21/07/2018,0,25.0625,10,0
22/07/2018,1,25.0375,13,5
23/07/2018,3,24.8375,10,
24/07/2018,0,28.1,10,5
25/07/2018,1,28.425,11,61
26/07/2018,0,28.875,12,5
27/07/2018,0,27.5875,16,5
28/07/2018,3,28.75,11,95
29/07/2018,0,24.55,6,
30/07/2018,6,27.7875,10,21
31/07/2018,5,31.2875,11,
01/08/2018,0,23.7625,10,0
02/08/2018,0,26.1875,10,0
03/08/2018,1,27.6625,10,0
04/08/2018,4,25.1375,12,
05/08/2018,7,21.3,14,61
06/08/2018,0,23.1,5,0
07/08/2018,0,32.671428,7,
08/08/2018,4,28.15,10,
09/08/2018,5,24.575,13,21
10/08/2018,5,17.325,16,61
11/08/2018,6,15.5,13,61
12/08/2018,7,18.375,9,61
13/08/2018,7,21.9125,8,61
14/08/2018,5,21.8,16,61
15/08/2018,6,21.9875,13,21
16/08/2018,3,25.075,9,0
17/08/2018,7,19.55,9,61
18/08/2018,4,21.75,10,
19/08/2018,7,21.3875,10,
20/08/2018,6,19.6,13,21
21/08/2018,4,19.7875,8,
22/08/2018,0,26.6375,8,
23/08/2018,5,22.575,11,5
24/08/2018,5,17.1,15,61
25/08/2018,7,12.9,6,63
26/08/2018,3,16.9875,12,21
27/08/2018,6,16.5375,13,63
28/08/2018,6,18.6125,9,61
29/08/2018,0,22.7,12,0
30/08/2018,7,15.4625,13,63
31/08/2018,4,18.725,11,0
01/09/2018,2,18.1125,8,
02/09/2018,1,18.95,11,5
03/09/2018,2,21.0125,13,21
04/09/2018,1,20.525,11,5
05/09/2018,2,20.2875,11,0
06/09/2018,0,21.275,11,0
07/09/2018,7,17.475,12,61
10/09/2018,5,19.2375,12,
11/09/2018,7,16.55,12,61
12/09/2018,7,14.3,11,61
13/09/2018,4,17.3375,7,0
14/09/2018,3,17.1125,9,
21/09/2018,6,14.957142,16,61
22/09/2018,4,13.025,20,61
23/09/2018,6,11.65,6,61
24/09/2018,2,11.2875,17,21
25/09/2018,3,12.7625,9,0
26/09/2018,7,14.2375,16,61
27/09/2018,7,17.6,13,0
28/09/2018,1,12.8625,15,21
29/09/2018,6,13.1,10,61
30/09/2018,5,13.9625,12,21
01/10/2018,5,11.1625,12,21
02/10/2018,6,10,18,61
03/10/2018,4,12.2875,18,21
04/10/2018,7,14.2625,8,61
05/10/2018,0,18.1125,8,5
06/10/2018,1,14.3375,6,10
07/10/2018,1,11.4,10,5
08/10/2018,5,13.0625,10,
09/10/2018,3,15.125,9,0
10/10/2018,0,17.1,6,10
11/10/2018,0,19.633333,7,0
12/10/2018,0,21.4125,7,
15/10/2018,0,20.7875,6,0
16/10/2018,7,19.0625,6,10
17/10/2018,2,20.8375,5,5
18/10/2018,1,12.816666,12,5
19/10/2018,3,10.925,6,5
22/10/2018,2,11.1,14,0
23/10/2018,7,11.925,23,63
24/10/2018,4,10.357142,11,0
25/10/2018,6,11.125,19,21
26/10/2018,7,10.325,9,63
27/10/2018,7,5.8375,13,63
28/10/2018,2,5.5875,14,0
29/10/2018,7,7.3625,17,21
30/10/2018,7,10.6375,11,20
31/10/2018,5,9.9,10,0
01/11/2018,5,11.725,8,0
02/11/2018,6,10.675,12,61
03/11/2018,0,8.7,5,10
04/11/2018,8,8.225,5,10
05/11/2018,8,10.4125,6,10
06/11/2018,7,8.5375,5,45
07/11/2018,1,11.0875,4,28
08/11/2018,6,11.625,7,20
09/11/2018,7,9.3,6,61
10/11/2018,7,11.425,8,61
11/11/2018,7,12.2375,8,61
12/11/2018,7,10.5375,4,61
13/11/2018,7,10.325,9,61
14/11/2018,7,8.4375,7,10
15/11/2018,2,10.35,6,5
16/11/2018,0,8.2625,7,10
17/11/2018,0,5.375,10,10
18/11/2018,7,6.75,14,0
19/11/2018,6,5.775,21,61
20/11/2018,7,4.725,16,
21/11/2018,7,3.05,12,0
22/11/2018,8,1.5125,9,21
23/11/2018,8,1.8875,6,10
24/11/2018,8,3.025,4,10
25/11/2018,8,5.1625,12,53
26/11/2018,7,4.95,12,61
27/11/2018,8,2.1625,3,
28/11/2018,3,1.5,10,5
29/11/2018,7,3.3,10,61
30/11/2018,5,7.8375,8,
01/12/2018,7,7.1625,8,61
02/12/2018,7,8.15,8,61
03/12/2018,7,10.825,12,61
04/12/2018,1,5.442857,14,21
05/12/2018,1,3.7375,6,0
06/12/2018,7,6.725,7,61
07/12/2018,7,10.825,9,61
08/12/2018,8,7.475,18,61
09/12/2018,7,6.95,18,61
10/12/2018,5,4.9125,15,21
11/12/2018,6,4.6375,11,
12/12/2018,7,4.175,12,21
13/12/2018,7,2.925,10,61
14/12/2018,7,2.175,12,22
15/12/2018,7,0.5375,7,
16/12/2018,7,0.2,9,
17/12/2018,8,0.65,6,20
18/12/2018,7,5.3125,6,21
19/12/2018,7,3.175,9,61
20/12/2018,7,4.8875,4,53
21/12/2018,7,6.1125,9,61
22/12/2018,8,4.3,4,
23/12/2018,7,6.45,9,61
24/12/2018,7,2.5,10,22
25/12/2018,7,6.3625,16,
26/12/2018,7,7.9125,12,0
27/12/2018,7,7.125,12,20
28/12/2018,7,7.3125,11,61
29/12/2018,8,7.675,10,61
30/12/2018,2,6.675,16,
31/12/2018,7,7.3875,13,45
01/01/2019,6,6.2875,26,21
02/01/2019,0,3.9125,20,0
03/01/2019,2,0.725,6,
04/01/2019,7,5.55,15,61
05/01/2019,5,7.85,8,21
06/01/2019,7,3.65,7,61
07/01/2019,8,5.9375,8,55
08/01/2019,6,5.5,19,21
09/01/2019,7,3.1375,22,0
10/01/2019,7,1.4,7,
11/01/2019,6,6.8625,15,61
12/01/2019,7,6.0875,13,61
13/01/2019,7,7.6875,20,61
14/01/2019,2,1.9375,18,5
15/01/2019,7,6.6625,18,61
16/01/2019,7,7.2125,14,61
17/01/2019,7,4.1875,15,61
18/01/2019,1,1.2625,7,0
19/01/2019,2,0.925,4,49
20/01/2019,1,0.85,4,10
21/01/2019,6,-0.425,9,71
22/01/2019,5,0.1375,9,10
23/01/2019,4,-3.075,7,10
24/01/2019,8,-4.8125,6,22
25/01/2019,8,-3.3875,6,71
26/01/2019,7,3.8375,7,61
27/01/2019,8,4.9375,7,61
28/01/2019,8,2.75,5,20
29/01/2019,6,1.575,7,68
30/01/2019,5,1.6,10,
31/01/2019,7,1.4,7,20
01/02/2019,7,-0.075,12,10
02/02/2019,8,1.7375,10,10
03/02/2019,1,2.5,9,0
04/02/2019,7,2.95,12,
05/02/2019,7,4.6375,11,61
06/02/2019,7,3.6625,11,61
07/02/2019,7,6.0375,10,61
08/02/2019,7,6.5,11,61
09/02/2019,7,7.4,18,61
10/02/2019,7,5.125,7,61
11/02/2019,2,5.9375,16,0
12/02/2019,4,5.225,12,20
13/02/2019,8,7.5375,13,20
14/02/2019,3,7.4,10,10
15/02/2019,0,11.3375,7,0
16/02/2019,0,10.425,12,5
17/02/2019,3,11.625,5,5
18/02/2019,0,11.725,7,0
19/02/2019,7,6.75,15,63
20/02/2019,7,7.34,11,61
21/02/2019,8,7.675,12,61
22/02/2019,4,4.125,11,0
23/02/2019,6,4.775,6,
24/02/2019,0,9.6875,9,5
25/02/2019,0,9.8125,9,21
26/02/2019,0,10.85,7,5
27/02/2019,1,13.4125,10,5
28/02/2019,5,7.8875,11,21
01/03/2019,7,5.6375,8,
02/03/2019,7,5.4,7,
03/03/2019,6,8.975,13,61
04/03/2019,6,7.5375,20,61
05/03/2019,5,6.8875,17,61
06/03/2019,7,6.7625,9,61
07/03/2019,6,9.65,19,61
08/03/2019,5,6.8875,26,61
09/03/2019,6,6.35,22,63
10/03/2019,6,6.8875,10,21
11/03/2019,5,4.075,6,61
12/03/2019,6,5.425,13,61
13/03/2019,7,5.8,15,63
14/03/2019,7,5.5625,12,61
15/03/2019,7,7.4875,25,61
16/03/2019,7,5.5875,11,61
17/03/2019,5,7.4,20,21
18/03/2019,5,6.325,21,61
19/03/2019,3,7.0125,11,5
20/03/2019,8,8.2875,12,53
